"NAME","FACID","STATEID","MCARE_ID","TELEPHONE","FAXPHONE","FACEMAIL","ABBREV","ADDRESS","FAC_CITY","FAC_ST","FAC_ZIP","FACTYPE","OPERSTDESC","CLOSEDDATE","CNTYNAME","LIC_BED_TOTAL","CERT_BED_TOTAL","OPENDATE","BED_EFFECTIVE_DATE"
"ABSOLUTE HOME HEALTH","OHL50536","0531HHS","","3304988219","","chris.singer@abshealth.com","SL-HMED","7171 KECK PARK CR NW","NORTH CANTON","OH","44720","LA1","ACTIVE","","STARK","","","09/30/2022",""
"ABSOLUTE HOME HEALTH","OHL51032","1022HHS","","7407325712","","mike.mcconnell@abshealth.com","SL-HMED","39 SUMMIT COURT","CALDWELL","OH","43724","LA1","ACTIVE","","NOBLE","","","07/18/2023",""
"ABSOLUTE HOSPICE, INC.","OHL41758","0225HSP","361683","3304988075","8556978960","jordan.goos@abshealth.com","SL-HOS","7171 KECK PARK CIRCLE NW","NORTH CANTON","OH","44720","L31","ACTIVE","","STARK","","","04/08/2014",""
"ABSOLUTE LOVE HOMEHEALTH CARE LLC","OHL51048","1038HHS","","6145968714","","olaofea@gmail.com","SL-HMED","2700 EAST DUBLIN GRANVILLE ROAD, STE 424","COLUMBUS","OH","43231","LA1","ACTIVE","","FRANKLIN","","","07/19/2023",""
"ABSOLUTECARE HEALTH SERVICES, LLC","OHL98930","2210HHS","","6143966450","","absolutecarehealthservices@gmail.com","SL-HNM","5797 EMPORIUM SQ","COLUMBUS","OH","43231","LA2","ACTIVE","","FRANKLIN","","","04/23/2024",""
"ABUNDANT HEARTS HOME CARE, LLC","OHL99339","3147HHN","","8003412464","","kdavid937@gmail.com","SL-HNM","303 CORPORATE DRIVE SUITE 101","VANDALIA","OH","45377","LA2","ACTIVE","","MONTGOMERY","","","06/29/2024",""
"ABYAN HOME CARE INC","OHL7132","3715HHN","","6147690997","","abyanhomecareinc@gmail.com","SL-HNM","5900 ROCHE DR SUITE LL 20","COLUMBUS","OH","43229","LA2","ACTIVE","","FRANKLIN","","","02/06/2025",""
"ACADIA HOME HEALTH SERVICES INC","OHL50810","0803HHN","","4407477117","","info@acadiahhcs.com","SL-HNM","5700 PEARL ROAD SUITE 205","PARMA","OH","44129","LA2","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"ACC ADULT HOME CARE OF MILAN","OHL51477","1453HHN","","4403203335","","acc@accadulthomecare.com","SL-HNM","3 N MAIN ST","MILAN","OH","44846","LA2","ACTIVE","","ERIE","","","06/12/2023",""
"ACC ADULT HOME CARE OF OLMSTED FALLS INC","OHL6913","3538HHN","","4405419056","","skirkwood@accadulthomecare.com","SL-HNM","23944 LORAIN ROAD","NORTH OLMSTED","OH","44070","LA2","ACTIVE","","CUYAHOGA","","","10/30/2024",""
"ACC ADULT HOME CARE OF VERMILION","OHL51459","1436HHN","","4403203335","","acc@accadulthomecare.com","SL-HNM","5425 LIBERTY AVE","VERMILION","OH","44089","LA2","ACTIVE","","ERIE","","","06/01/2023",""
"ACCELERA HOME HEALTH CARE","OHL50718","0712HHS","","9372590180","","rimsha@accelerahhc.com","SL-HMED","1344 WOODMAN DRIVE, SUITE C","DAYTON","OH","45432","LA1","ACTIVE","","MONTGOMERY","","","11/07/2022",""
"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","OHL50993","0983HHS","","7404747826","","pallen@accentcare.com","SL-HMED","119 S COURT STREET, SUITE A","CIRCLEVILLE","OH","43113","LA1","ACTIVE","","PICKAWAY","","","09/30/2022",""
"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","OHL50994","0984HHN","","7404747826","","pallen@accentcare.com","SL-HNM","119 S COURT STREET, SUITE A","CIRCLEVILLE","OH","43113","LA2","ACTIVE","","PICKAWAY","","","09/30/2022",""
"ACCESS HOME CARE, LLC","OHL50887","0880HHN","","9372249991","","debi@accesshomecareand transport.com","SL-HNM","2555 SOUTH DIXIE DRIVE","KETTERING","OH","45409","LA2","ACTIVE","","MONTGOMERY","","","11/21/2022",""
"ACCESS HOME HEALTH LLC","OHL51894","1794HHN","","6143399644","","hector@urusholdings.com","SL-HNM","5250 STRAWBERRY FARMS BLVD","COLUMBUS","OH","43230","LA2","ACTIVE","","FRANKLIN","","","11/27/2023",""
"ACCESS HOME HEALTH SERVICES LLC","OHL51633","1598HHS","","6145027682","","accesshomehealth5@gmail.com","SL-HMED","1425 E DUBLIN-GRANVILLE RD STE 213","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","09/14/2023",""
"ACCESS SURGERY CENTER OF OHIO","OHL51974","1328AS","","9372522000","9372521224","mikeh@daytondoc.com","SL-AS","8230 BECKETT PARK DRIVE, STE B45069","WEST CHESTER","OH","45069","L61","ACTIVE","","BUTLER","2","0","03/28/2024","03/28/2024"
"ACCESSIBLE HOME HEALTH CARE OF AKRON","OHL52095","1980HHS","","2167955574","","hadlund1@yahoo.com","SL-HMED","4015 MEDINA ROAD SUITE 240","MEDINA","OH","44256","LA1","ACTIVE","","MEDINA","","","01/31/2024",""
"ACCESSIBLE HOME HEALTHCARE LLC","OHL99299","3113HHS","","6146398586","","accessiblehhc3@gmail.com","SL-HMED","2021 E. DUBLIN-GRANVILLE RD SUITE 188","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","07/10/2024",""
"ACCLAIM HOME HEALTH SERVICES, INC","OHL42423","0014HHS","","5133366133","","phet@ahhsi.com","SL-HMED","7566 CENTRAL PARKE BLVD","MASON","OH","45040","LA1","ACTIVE","","WARREN","","","09/30/2022",""
"ACCORD CARE COMMUNITY ORRVILLE LLC","OHL00311","1561N","366123","3306834075","3306834414","jmorgan@orrvillesnf.com","SL-NH","1980 LYNN DRIVE","ORRVILLE","OH","44667","L11","ACTIVE","","WAYNE","88","0","09/11/1974","12/01/2010"
"ACCURATE HOME HEALTHCARE, LLC","OHL42472","0062HHS","","6146364924","6146544210","ahhc2013@gmail.com","SL-HMED","2600 TILLER LANE, SUITE A","COLUMBUS","OH","43213","LA1","ACTIVE","","FRANKLIN","","","09/30/2022",""
"ACE HOME HEALTH CARE","OHL50527","0522HHS","","2163321600","","elizabeth@acehomehealth.org","SL-HMED","5225 NORTHFIELD ROAD SUITE C","BEDFORD HEIGHTS","OH","44146","LA1","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"ACHIEVERS HEALTH CARE LLC","OHL50959","0951HHS","","6145568451","","achievershealthcarellc@gmail.com","SL-HMED","5900 SHARON WOODS BOULEVARD, STE E","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","07/13/2023",""
"ACLS HOMECARE AGENCY, LLC","OHL51745","1703HHN","","7409636235","","aclshomecareagency@gmail.com","SL-HNM","1425 E DUBLIN-GRANVILLE RD, STE 109B","COLUMBUS","OH","43229","LA2","ACTIVE","","FRANKLIN","","","10/12/2023",""
"ACQUIREMENT HEALTHCARE AGENCY LLC","OHL6807","3579HHS","","6143641661","","maryan.ibrahim2011@gmail.com","SL-HMED","5900 SHARONWOODS BLVD SUITE D","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","11/29/2024",""
"ACT-KARE RESPONSIVE IN-HOMECARE","OHL51571","1538HHN","","4404912739","","kworkman@actikare.com","SL-HNM","1827 IDLEWOOD AVE","EAST CLEVELAND","OH","44112","LA2","ACTIVE","","CUYAHOGA","","","07/05/2023",""
"ACTI-KARE RESPONSIVE IN-HOME CARE","OHL7154","3755HHN","","8433380461","","rfarris@actikare.com","SL-HNM","1072 SUSAN ROAD","RAVENNA","OH","44266","LA2","ACTIVE","","PORTAGE","","","01/31/2025",""
"ACTION HOME CARE LLC","OHL51794","1749HHS","","2344258849","","angelinebroad@aol.com","SL-HMED","5151 SCHULLER DR NE","CANTON","OH","44705","LA1","ACTIVE","","STARK","","","10/20/2023",""
"ACTIVE ANGEL CARE LLC","OHL7261","3817HHS","","5136205911","","faridaulander@activeangelcare.com","SL-HMED","5195 CLEVES WARSAW PIKE","CINCINNATI","OH","45238","LA1","ACTIVE","","HAMILTON","","","03/18/2025",""
"ACTIVE ANGEL CARE LLC","OHL52146","2028HHN","","5135355040","","faridaulander@activeangelcare.com","SL-HNM","5195 CLEVES WARSAW PIKE","CINCINNATI","OH","45238","LA2","ACTIVE","","HAMILTON","","","02/02/2024",""
"ACUTE NURSING CARE LLC","OHL42438","0027HHS","","7404521554","","shelly@acutenc.com","SL-HMED","64979 OLD TWENTY ONE ROAD","CAMBRIDGE","OH","43725","LA1","ACTIVE","","GUERNSEY","","","09/30/2022",""
"ADAL HOME HEALTHCARE INC","OHL50335","0330HHS","","6144468369","","adalhhc1@gmail.com","SL-HMED","1110 MORSE RD SUITE 128","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","09/30/2022",""
"ADAMS & BROWN COUNTIES ECONOMIC OPPORTUNITIES, INC","OHL42563","0152HHN","","9373786041","","tjones@abcap.net","SL-HNM","406 WEST PLUM STREET","GEORGETOWN","OH","45121","LA2","ACTIVE","","BROWN","","","10/03/2022",""
"ADAMS COUNTY HOMECARE LLC","OHL50208","0203HHS","","9373866015","","bambi.jones@adamscountyhomecare.com","SL-HMED","18740 STATE ROUTE 136","WINCHESTER","OH","45697","LA1","ACTIVE","","ADAMS","","","09/30/2022",""
"ADAMS COUNTY MANOR","OHL01110","0144N","366143","9375442205","9375444229","stephanie.hobbs@hg-nh.com","SL-NH","10856 STATE ROUTE 41","WEST UNION","OH","45693","L11","ACTIVE","","ADAMS","74","0","05/01/1964","04/25/2008"
"ADAMS COUNTY REGIONAL MEDICAL CENTER","OHL2958","1100LH","361326","9373863400","","jmwright@acrmc.com","SL-HSP","230 MEDICAL CENTER DRIVE","SEAMAN","OH","45679","LH1","ACTIVE","","ADAMS","25","0","09/11/2024","09/10/2024"
"ADAMS LANE HEALTHCARE & REHABILITATION CENTER","OHL01385","1681N","365394","2167723192","2162780019","mhawkins@adamslanehc.com","SL-NH","1856 ADAMS LANE","ZANESVILLE","OH","43701","L11","ACTIVE","","MUSKINGUM","114","0","10/01/1978","12/28/2021"
"ADASTAR HOME CARE LLC","OHL99240","3054HHN","","6143774171","","odogwustella@gmail.com","SL-HNM","7043 STAPLETON DR","NEW ALBANY","OH","43054","LA2","ACTIVE","","FRANKLIN","","","06/25/2024",""
"ADDISON HEALTHCARE CENTER","OHL00314","1735N","365991","3304482547","3304482726","megan.laslo@chs-corp.com","SL-NH","8055 ADDISON ROAD, SE","MASURY","OH","44438","L11","ACTIVE","","TRUMBULL","55","0","01/09/1981","04/25/2023"
"ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER","OHL00667","2026N","366041","4198677926","4198673515","mamoore@aomhc.com","SL-NH","3600 BUTZ ROAD","MAUMEE","OH","43537","L11","ACTIVE","","LUCAS","90","0","09/06/1994","12/24/2013"
"ADDISON HOME HEALTH SERVICES ","OHL51231","1219HHS","","9378675300","","judy@addisonhhs.com","SL-HMED","400 EAST FIFTH STREET, STE A","DAYTON","OH","45402","LA1","ACTIVE","","MONTGOMERY","","","02/09/2023",""
"ADDUS HOMECARE","OHL50758","0752HHN","","8666840386","","kseabright@addus.com","SL-HNM","1907 WASHINGTON BLVD","BELPRE","OH","45714","LA2","ACTIVE","","WASHINGTON","","","10/03/2022",""
"ADDUS HOMECARE","OHL50759","0753HHN","","8666840385","","kseabright@addus.com","SL-HNM","100 WELDAY AVE","WINTERSVILLE","OH","43953","LA2","ACTIVE","","JEFFERSON","","","10/03/2022",""
"ADENA DIALYSIS","OHL41574","1002DC","362777","7407733733","7407733741","vickie.thompson@davita.com","SL-DC","1180 N BRIDGE STREET","CHILLICOTHE","OH","45601","L63","ACTIVE","","ROSS","19","0","08/11/2011","08/09/2016"
"ADENA FAYETTE MEDICAL CENTER","OHL3897","1168LH","361331","7403332705","","shaynes@adena.org","SL-HSP","1430 COLUMBUS AVENUE","WASHINGTON CH","OH","43160","LH1","ACTIVE","","FAYETTE","25","0","09/27/2024","10/15/2024"
"ADENA HEALTH SYSTEM","OHL03292","0033MAT","","7407797500","7407797380","iray@adena.org","SL-MAT","272 HOSPITAL ROAD","CHILLICOTHE","OH","45601","L89","ACTIVE","","ROSS","57","0","","10/17/2019"
"ADENA HOME HEALTH","OHL42463","0052HHS","","7407794663","","dhanson@adena.org","SL-HMED","2077 WESTERN AVENU","CHILLICOTHE","OH","45601","LA1","ACTIVE","","ROSS","","","09/30/2022",""
"ADENA HOSPICE","OHL01226","0103HSP","361591","7407794663","7407794679","dbaisden@adena.org","SL-HOS","2077 WESTERN AVENUE","CHILLICOTHE","OH","45601","L31","ACTIVE","","ROSS","","","",""
"ADENA PIKE MEDICAL CENTER","OHL3955","1299LH","361334","7409472186","","shaynes@adena.org","SL-HSP","100 DAWN LANE","WAVERLY","OH","45690","LH1","ACTIVE","","PIKE","25","0","09/27/2024","10/28/2024"
"ADENA REGIONAL MEDICAL CENTER","OHL2959","1029LH","360159","7407797500","","shaynes@adena.org","SL-HSP","272 HOSPITAL ROAD","CHILLICOTHE","OH","45601","LH1","ACTIVE","","ROSS","252","0","09/27/2024","09/27/2024"
"ADMIRAL'S POINTE CARE CENTER","OHL00816","1781N","365968","4194334990","4194335400","kayleigh.snyder@admirals-pointe.net","SL-NH","1920 WEST CLEVELAND ROAD","HURON","OH","44839","L11","ACTIVE","","ERIE","90","0","02/01/1984","04/30/2013"
"ADORATION HOSPICE CARE OHIO, LLC","OHL41871","0236HSP","361694","2164550635","2164550548","licenses@brightspringhealth.com","SL-HOS","6133 ROCKSIDE ROAD SUITE 20","INDEPENDENCE","OH","44131","L31","ACTIVE","","CUYAHOGA","","","10/01/2015",""
"ADORING HEARTS HOMECARE AGENCY LLC","OHL50743","0737HHN","","2169987880","","drichardson@adoringheartshomecare.org","SL-HNM","1468 WEST 9TH STREET","CLEVELAND","OH","44113","LA2","ACTIVE","","CUYAHOGA","","","11/28/2022",""
"ADULT CARING PLACE OHIO LLC","OHL7099","3787HHN","","3177719608","","adultcaringplacellc@gmail.com","SL-HNM","11260 CHESTER RD, FLOOR 7","CINCINNATI","OH","45246","LA2","ACTIVE","","HAMILTON","","","02/25/2025",""
"ADUNNI HOME HEALTH AGENCY LLC","OHL6922","3629HHN","","2169249247","","boladfs90@gmail.com","SL-HNM","1751 SAGAMORE DR","EUCLID","OH","44117","LA2","ACTIVE","","CUYAHOGA","","","12/17/2024",""
"ADVANCE CARE PROFESSIONALS ","OHL99079","2897HHN","","5132896770","","teonnajoesph@yahoo.com","SL-HNM","11969 SECOND AVE","CINCINNATI","OH","45249","LA2","ACTIVE","","HAMILTON","","","05/03/2024",""
"ADVANCE HOME CARE LLC","OHL50311","0306HHS","","6144363611","","adele@advancehcare.com","SL-HMED","1191 S JAMES ROAD","COLUMBUS","OH","43227","LA1","ACTIVE","","FRANKLIN","","","09/30/2022",""
"ADVANCED COSMETIC SURGERY AND LASER CENTER","OHL40207","0753AS","","5133513223","5133968995","michelle@351face.com","SL-AS","3805 EDWARDS ROAD, SUITE 100","CINCINNATI","OH","45209","L61","ACTIVE","","HAMILTON","2","0","02/09/2006","02/09/2006"
"ADVANCED HEALTH CARE OF CINCINNATI","OHL42120","2821N","366467","5138305014","5138305009","tcunningham@ahcfacilities.com","SL-NH","1400 MALLARD COVE DRIVE","CINCINNATI","OH","45246","L11","ACTIVE","","HAMILTON","54","0","06/12/2018","06/12/2018"
"ADVANCED HEALTH CARE OF LANDERHAVEN","OHL42052","2788N","366458","4404430345","4404430766","cwinston@ahcfacilities.com","SL-NH","2108 LANDER ROAD","MAYFIELD HEIGHTS","OH","44124","L11","ACTIVE","","CUYAHOGA","46","0","10/04/2017","01/31/2025"
"ADVANCED HEALTHCARE CENTER","OHL00773","1877N","365704","4193822200","4193810188","tgeorgakopoulos@chs-corp.com","SL-NH","955 GARDEN LAKE PARKWAY","TOLEDO","OH","43614","L11","ACTIVE","","LUCAS","99","0","09/14/1987","04/12/2024"
"ADVANCED HOME CARE OF OHIO INC","OHL51185","1179HHS","","4194720059","","lisa@homecaire.com","SL-HMED","4841 MONROE ST, SUITE 240","TOLEDO","OH","43623","LA1","ACTIVE","","LUCAS","","","01/18/2023",""
"ADVANCED HOME CARE, INC","OHL99549","3353HHS","","6142310099","","afreeman@advancedhomecareohio.com","SL-HMED","4133 E MAIN ST","COLUMBUS","OH","43213","LA1","ACTIVE","","FRANKLIN","","","10/21/2024",""
"ADVANCED HOME HEALTH AND HOSPICE OF CINCINNATI","OHL51798","0300HSP","","5138326900","5138326950","apowell@ahcfacilities.com","SL-HOS","1400 MALLARD COVE DR. SUITE 0038","SHARONVILLE","OH","45246","L31","ACTIVE","","HAMILTON","","","",""
"ADVANCED HOME HEALTH INC","OHL51066","1055HHN","","7406997007","","sheila.smith@alternativehh.com","SL-HNM","867 NATIONAL ROAD","BRIDGEPORT","OH","43912","LA2","ACTIVE","","BELMONT","","","09/30/2022",""
"ADVANCED HOME HEALTHCARE SERVICES, LLC","OHL9993","3398HHS","","6143968031","","dev_sa@hotmail.com","SL-HMED","1425 E DUBLIN GRANVILLE ROAD, SUITE 112","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","10/31/2024",""
"ADVANCED NURSING SOLUTIONS","OHL51707","1667HHS","","8336191624","","sluciano@aiscaregroup.com","SL-HMED","545 METRO PLACE SOUTH, STE 100","DUBLIN","OH","43017","LA1","ACTIVE","","FRANKLIN","","","09/28/2023",""
"ADVANCED SENIOR SUPPORT HOME HEALTH","OHL99116","2934HHS","","6148917480","","ronpaul1010@yahoo.com","SL-HMED","855 S SUNBURY RD, STE 206","WESTERVILLE","OH","43081","LA1","ACTIVE","","DELAWARE","","","05/28/2024",""
"ADVANCED SPECIALTY HOSPITAL OF TOLEDO","OHL4742","1477LH","362038","4193810037","","licensurenotices@chs-corp.com","SL-HSP","1015 GARDEN LAKE PARKWAY","TOLEDO","OH","43614","LH1","ACTIVE","","LUCAS","40","0","09/14/2024","09/12/2024"
"ADVANTAGE HEALTH PLAN","OHH0004","0004HMO","","8009223323","4123910377","not available","SL-HMO","121 SEVENTH STREET","PITTSBURGH","PA","15222","L50","ACTIVE","","ALLEGHENY","","","",""
"ADVANTAGE HOME HEALTH CARE OF COLUMBUS","OHL51396","1376HHS","","6144309616","","advantagehh1@gmail.com","SL-HMED","1150 MORSE RD, SUITE 331","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","10/24/2022",""
"ADVANTAGE HOME HEALTH CARE, INC","OHL51243","1230HHN","","7403539200","","mvallee@advantageskilledcare.com","SL-HNM","4292 OLD SCIOTO TRAIL","PORTSMOUTH","OH","45662","LA2","ACTIVE","","SCIOTO","","","09/30/2022",""
"ADVANTAGE HOME HEALTH SERVICES INC","OHL50846","0839HHS","","3304918161","","mnam@advhhs.com","SL-HMED","7951 PITTSBURG AVE NW","NORTH CANTON","OH","44720","LA1","ACTIVE","","STARK","","","09/30/2022",""
"ADVANTAGE HOSPICE COMPANY","OHL42396","0283HSP","","2342629650","2342621129","jnam@advantagehospice.com","SL-HOS","4141 FULTON DR NW","CANTON","OH","44718","L31","ACTIVE","","STARK","","","06/01/2022",""
"ADVANTAGE SKILLED CARE LLC","OHL42453","0042HHS","","7403545671","","mvallee@advantageskilledcare.com","SL-HMED","4292 OLD SCIOTO TRAIL","PORTSMOUTH","OH","45662","LA1","ACTIVE","","SCIOTO","","","",""
"ADVOCARE HOME HEALTH SERVICES LLC","OHL99300","3114HHN","","6148951783","","advocarehhs@gmail.com","SL-HNM","5300 EAST MAIN STREET, SUITE 106","COLUMBUS","OH","43213","LA2","ACTIVE","","FRANKLIN","","","07/11/2024",""
"ADVOCATE HEALTHCARE SERVICES LLC","OHL7260","3810HHN","","9378025383","","linche7787@gmail.com","SL-HNM","28 E RAHN ROAD SUITE 114","KETTERING","OH","45429","LA2","ACTIVE","","MONTGOMERY","","","03/11/2025",""
"AEGIS ROYAL CARE, LLC","OHL99405","3213HHN","","2163293559","","info@aegisroyalcare.com","SL-HNM","6545 MARKET AVE N STE 100","CANTON","OH","44721","LA2","ACTIVE","","STARK","","","08/04/2024",""
"AELLEN HOME CARE LLC","OHL51890","1790HHN","","2163154435","","iamsoblessed13@gmail.com","SL-HNM","3100 45TH ST STE #234","CLEVELAND","OH","44127","LA2","ACTIVE","","CUYAHOGA","","","11/06/2023",""
"AETNA US HEALTHCARE INC","OHH0001","0001HMO","","8005375312","3306598035","not available","SL-HMO","4059 KINROSS LAKES PARKWAY","RICHFIELD","OH","44286","L50","ACTIVE","","SUMMIT","","","12/17/1992",""
"AFFILIATED AMBULATORY SURGERY CENTER, LLC","OHL01306","0559AS","36C0001154","6147641711","6148892652","adohio@affiliated-dermatology.com","SL-AS","650 SHAWAN FALLS DRIVE","DUBLIN","OH","43017","L61","ACTIVE","","FRANKLIN","1","0","04/06/2000","04/06/2000"
"AFFINITIVE CARE SERVICES ","OHL99323","3135HHN","","5137062337","","mavi.anmol@gmail.com","SL-HNM","4463 BRIGHTON LANE","WEST CHESTER","OH","45069","LA2","ACTIVE","","BUTLER","","","07/23/2024",""
"AFFINITY CARE OF NORTHERN OHIO LLC","OHL42388","0281HSP","","3304722594","3307529347","sstrata@affinityohio.com","SL-HOS","25 S MAIN ST STE 6","MUNROE FALLS","OH","44262","L31","ACTIVE","","SUMMIT","","","11/29/2021",""
"AFFINITY CARE OF OHIO, LLC","OHL42307","0264HSP","361713","5139976600","5137667961","sstern@affinityhealthmanagement.com","SL-HOS","9349 WATERSTONE BLVD. STE 340","CINCINNATI","OH","45249","L31","ACTIVE","","HAMILTON","","","02/17/2021",""
"AFFINITY CARE PARTINERS LLC","OHL98792","2078HHN","","8667649107","","director@affinityhomecare.partners","SL-HNM","6605 LONGSHORE ST, STE 240","DUBLIN","OH","43017","LA2","ACTIVE","","FRANKLIN","","","03/15/2024",""
"AFFINITY PLACE DIALYSIS","OHL41813","1103DC","362834","5135210981","5135211566","vickie.thompson@davita.com","SL-DC","7700 AFFINITY PLACE","CINCINNATI","OH","45231","L63","ACTIVE","","HAMILTON","17","0","10/21/2014","10/21/2014"
"AFFORDABLE HEALTHCARE AGENCY LLC","OHL51762","1719HHS","","6143641661","","affordableinfo25@gmail.com","SL-HMED","5930 SHARON WOODS BLVD","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","10/03/2022",""
"AFFORDABLE HEALTHCARE PLUS LLC","OHL51764","1721HHS","","6143641661","","affordableinfo25@gmail.com","SL-HMED","5930 SHARON WOODS BLVD","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","10/03/2022",""
"AFINITY HEALTHCARE SOLUTIONS, LLC","OHL6989","3590HHS","","5137727700","","celinetpiri@yahoo.com","SL-HMED","630 NORTHLAND BLVD STE B","CINCINNATI","OH","45240","LA1","ACTIVE","","HAMILTON","","","12/03/2024",""
"AGAINST THE ODDS HOME HEALTH AGENCY","OHL51465","1442HHN","","7249828081","","morganroberta40@yahoo.com","SL-HNM","458 HIGH ST N E","WARREN","OH","44481","LA2","ACTIVE","","TRUMBULL","","","06/08/2023",""
"AGAPE HEALTH CARE AGENCY, LLC","OHL51223","1211HHS","","6145880228","","amy.dew@amedisys.com","SL-HMED","565 METRO PLACE SOUTH, SUITE 160","DUBLIN","OH","43017","LA1","ACTIVE","","FRANKLIN","","","02/05/2023",""
"AGAPE UNITED HOME CARE","OHL98933","2213HHN","","4193700431","","ceo@agapeunitedhomecare.com","SL-HNM","867 ARLINGTON AVENUE","MANSFIELD","OH","44903","LA2","ACTIVE","","RICHLAND","","","04/25/2024",""
"AGE WITH GRACE HOME CARE LLC","OHL98908","2190HHN","","3303299085","","bill@agewithgracehc.com","SL-HNM","8410 CHESAPEAKE DRIVE","SAGAMORE HILLS","OH","44067","LA2","ACTIVE","","SUMMIT","","","04/18/2024",""
"AGING IN PLACE HHA","OHL52026","1915HHN","","6149356712","","ashlee.journey@aginginplacehha.com","SL-HNM","130 SECOND ST","PORTSMOUTH","OH","45662","LA2","ACTIVE","","SCIOTO","","","01/23/2024",""
"AGLOW HOME CARE","OHL99555","3359HHN","","7249289111","","jw@aglowhomecare.com","SL-HNM","151 YOUNGSTOWN HUBBARD RD APT #28","HUBBARD","OH","44425","LA2","ACTIVE","","TRUMBULL","","","09/30/2024",""
"AH CARE SERVICES LLC","OHL52131","2013HHN","","6142885430","","abdihashi_101@hotmail.com","SL-HNM","3350 CLEVELAND AVE, STE 1934","COLUMBUS","OH","43224","LA2","ACTIVE","","FRANKLIN","","","02/27/2024",""
"AHC HOME HEALTH AND HOSPICE OF CLEVELAND","OHL51786","0299HSP","","4402767000","4402767050","mmehalko@ahcfacilities.com","SL-HOS","2108 LANDER RD SUITE B","MAYFIELD HEIGHTS","OH","44124","L31","ACTIVE","","CUYAHOGA","","","02/08/2024",""
"AHC HOME HEALTH OF CINCINNATI, LLC","OHL51650","1615HHS","","5138326900","","apowell@ahcfacilities.com","SL-HMED","1400 MALLARD COVE DR. SUITE 0038","CINCINNATI","OH","45246","LA1","ACTIVE","","HAMILTON","","","09/11/2023",""
"AHC HOME HEALTH OF CLEVELAND, LLC","OHL51656","1621HHS","","4402767000","","mmehalko@ahcfacilities.com","SL-HMED","2108 LANDER RD SUITE B","MAYFIELD HEIGHTS","OH","44124","LA1","ACTIVE","","CUYAHOGA","","","09/20/2023",""
