Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
Dental Health,6395539837,LI-Downtown/North Broadway,Low Income Population HPSA,Ohio,"Cuyahoga County, OH",2.277,21,NA,Designated,Non-Rural,12/29/2017,09/07/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Cuyahoga,"Census Tract 1071.01, Cuyahoga County, Ohio",Census Tract,39035107101,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1077.01, Cuyahoga County, Ohio",Census Tract,39035107701,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1078.02, Cuyahoga County, Ohio",Census Tract,39035107802,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1082.01, Cuyahoga County, Ohio",Census Tract,39035108201,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1083.01, Cuyahoga County, Ohio",Census Tract,39035108301,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1084, Cuyahoga County, Ohio",Census Tract,39035108400,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1105.01, Cuyahoga County, Ohio",Census Tract,39035110501,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1108.01, Cuyahoga County, Ohio",Census Tract,39035110801,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1146, Cuyahoga County, Ohio",Census Tract,39035114600,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1149, Cuyahoga County, Ohio",Census Tract,39035114900,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 9801, Cuyahoga County, Ohio",Census Tract,39035980100,Non-Rural,,,,,,
Dental Health,6396165972,LI-Winton Hills,Low Income Population HPSA,Ohio,"Hamilton County, OH",1.53,23,NA,Designated,Non-Rural,01/23/2007,09/07/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Hamilton,"Census Tract 73, Hamilton County, Ohio",Census Tract,39061007300,Non-Rural,,,,,,
,Ohio,Hamilton,"Census Tract 80, Hamilton County, Ohio",Census Tract,39061008000,Non-Rural,,,,,,
,Ohio,Hamilton,"Census Tract 81, Hamilton County, Ohio",Census Tract,39061008100,Non-Rural,,,,,,
Primary Care,1391353655,Pickaway County,High Needs Geographic HPSA,Ohio,"Pickaway County, OH",1.02,4,5 ,Designated,Partially Rural,07/14/2015,09/08/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Pickaway,Pickaway,Single County,39129,Partially Rural,,,,,,
Primary Care,1391064423,South and East Akron,High Needs Geographic HPSA,Ohio,"Summit County, OH",6.73,15,16,Designated,Non-Rural,11/25/2013,09/08/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Summit,"Census Tract 5017, Summit County, Ohio",Census Tract,39153501700,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5031, Summit County, Ohio",Census Tract,39153503100,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5032, Summit County, Ohio",Census Tract,39153503200,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5033, Summit County, Ohio",Census Tract,39153503300,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5034, Summit County, Ohio",Census Tract,39153503400,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5035, Summit County, Ohio",Census Tract,39153503500,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5038, Summit County, Ohio",Census Tract,39153503800,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5041, Summit County, Ohio",Census Tract,39153504100,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5042, Summit County, Ohio",Census Tract,39153504200,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5044, Summit County, Ohio",Census Tract,39153504400,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5045, Summit County, Ohio",Census Tract,39153504500,Non-Rural,,,,,,
,Ohio,Summit,"Census Tract 5046, Summit County, Ohio",Census Tract,39153504600,Non-Rural,,,,,,
Primary Care,1398846870,Cleveland-South Broadway,High Needs Geographic HPSA,Ohio,"Cuyahoga County, OH",0.52,10,16,Designated,Non-Rural,12/15/2004,09/08/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Cuyahoga,"Census Tract 1105.01, Cuyahoga County, Ohio",Census Tract,39035110501,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1108.01, Cuyahoga County, Ohio",Census Tract,39035110801,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1109.01, Cuyahoga County, Ohio",Census Tract,39035110901,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1146, Cuyahoga County, Ohio",Census Tract,39035114600,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1149, Cuyahoga County, Ohio",Census Tract,39035114900,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1151, Cuyahoga County, Ohio",Census Tract,39035115100,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1152, Cuyahoga County, Ohio",Census Tract,39035115200,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1153, Cuyahoga County, Ohio",Census Tract,39035115300,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1154, Cuyahoga County, Ohio",Census Tract,39035115400,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1157, Cuyahoga County, Ohio",Census Tract,39035115700,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1158, Cuyahoga County, Ohio",Census Tract,39035115800,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1159, Cuyahoga County, Ohio",Census Tract,39035115900,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 9801, Cuyahoga County, Ohio",Census Tract,39035980100,Non-Rural,,,,,,
Dental Health,6399840219,LI - Northeast Columbus,Low Income Population HPSA,Ohio,"Franklin County, OH",17.347,21,NA,Designated,Non-Rural,08/05/2021,08/05/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Franklin,"Census Tract 101, Franklin County, Ohio",Census Tract,39049010100,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 14, Franklin County, Ohio",Census Tract,39049001400,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 15, Franklin County, Ohio",Census Tract,39049001500,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 16, Franklin County, Ohio",Census Tract,39049001600,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 23, Franklin County, Ohio",Census Tract,39049002300,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 25.10, Franklin County, Ohio",Census Tract,39049002510,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 25.20, Franklin County, Ohio",Census Tract,39049002520,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 26, Franklin County, Ohio",Census Tract,39049002600,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 27.10, Franklin County, Ohio",Census Tract,39049002710,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 28, Franklin County, Ohio",Census Tract,39049002800,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 29, Franklin County, Ohio",Census Tract,39049002900,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 36, Franklin County, Ohio",Census Tract,39049003600,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 37, Franklin County, Ohio",Census Tract,39049003700,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 38, Franklin County, Ohio",Census Tract,39049003800,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 40, Franklin County, Ohio",Census Tract,39049004000,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 53, Franklin County, Ohio",Census Tract,39049005300,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 54.10, Franklin County, Ohio",Census Tract,39049005410,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 54.20, Franklin County, Ohio",Census Tract,39049005420,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 55, Franklin County, Ohio",Census Tract,39049005500,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 56.10, Franklin County, Ohio",Census Tract,39049005610,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 56.20, Franklin County, Ohio",Census Tract,39049005620,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 59, Franklin County, Ohio",Census Tract,39049005900,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 7.10, Franklin County, Ohio",Census Tract,39049000710,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 7.20, Franklin County, Ohio",Census Tract,39049000720,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 7.30, Franklin County, Ohio",Census Tract,39049000730,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 75.11, Franklin County, Ohio",Census Tract,39049007511,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 75.12, Franklin County, Ohio",Census Tract,39049007512,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 75.20, Franklin County, Ohio",Census Tract,39049007520,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 75.31, Franklin County, Ohio",Census Tract,39049007531,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 75.32, Franklin County, Ohio",Census Tract,39049007532,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 75.33, Franklin County, Ohio",Census Tract,39049007533,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 75.34, Franklin County, Ohio",Census Tract,39049007534,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 75.50, Franklin County, Ohio",Census Tract,39049007550,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 75.51, Franklin County, Ohio",Census Tract,39049007551,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 77.10, Franklin County, Ohio",Census Tract,39049007710,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 77.21, Franklin County, Ohio",Census Tract,39049007721,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 77.22, Franklin County, Ohio",Census Tract,39049007722,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 8.10, Franklin County, Ohio",Census Tract,39049000810,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 8.20, Franklin County, Ohio",Census Tract,39049000820,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 87.10, Franklin County, Ohio",Census Tract,39049008710,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 87.20, Franklin County, Ohio",Census Tract,39049008720,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 87.30, Franklin County, Ohio",Census Tract,39049008730,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 88.12, Franklin County, Ohio",Census Tract,39049008812,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 88.13, Franklin County, Ohio",Census Tract,39049008813,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 9.10, Franklin County, Ohio",Census Tract,39049000910,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 9.20, Franklin County, Ohio",Census Tract,39049000920,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 93.36, Franklin County, Ohio",Census Tract,39049009336,Non-Rural,,,,,,
Primary Care,1393804844,Millvale,High Needs Geographic HPSA,Ohio,"Hamilton County, OH",3.28,17,17,Designated,Non-Rural,08/30/1984,09/08/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Hamilton,"Census Tract 100.02, Hamilton County, Ohio",Census Tract,39061010002,Non-Rural,,,,,,
,Ohio,Hamilton,"Census Tract 28, Hamilton County, Ohio",Census Tract,39061002800,Non-Rural,,,,,,
,Ohio,Hamilton,"Census Tract 77, Hamilton County, Ohio",Census Tract,39061007700,Non-Rural,,,,,,
,Ohio,Hamilton,"Census Tract 85.02, Hamilton County, Ohio",Census Tract,39061008502,Non-Rural,,,,,,
,Ohio,Hamilton,"Census Tract 86.01, Hamilton County, Ohio",Census Tract,39061008601,Non-Rural,,,,,,
,Ohio,Hamilton,"Census Tract 88, Hamilton County, Ohio",Census Tract,39061008800,Non-Rural,,,,,,
Mental Health,7395382934,MHCA 53,Geographic HPSA,Ohio,"Adams County, OH | Lawrence County, OH | Scioto County, OH",6.235,16,NA,Designated,Partially Rural,02/07/2007,09/07/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Adams,Adams,Single County,39001,Rural,,,,,,
,Ohio,Lawrence,Lawrence,Single County,39087,Partially Rural,,,,,,
,Ohio,Scioto,Scioto,Single County,39145,Rural,,,,,,
Mental Health,7399204192,Fairfield County,Geographic HPSA,Ohio,"Fairfield County, OH",4.67,15,NA,Designated,Partially Rural,04/13/2010,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Fairfield,Fairfield,Single County,39045,Partially Rural,,,,,,
Mental Health,7396813432,MHCA 32,Geographic HPSA,Ohio,"Coshocton County, OH | Guernsey County, OH | Morgan County, OH | Muskingum County, OH | Noble County, OH | Perry County, OH",6.85,16,NA,Designated,Rural,03/14/1980,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Coshocton,Coshocton,Single County,39031,Rural,,,,,,
,Ohio,Guernsey,Guernsey,Single County,39059,Rural,,,,,,
,Ohio,Morgan,Morgan,Single County,39115,Rural,,,,,,
,Ohio,Muskingum,Muskingum,Single County,39119,Rural,,,,,,
,Ohio,Noble,Noble,Single County,39121,Rural,,,,,,
,Ohio,Perry,Perry,Single County,39127,Rural,,,,,,
Mental Health,7397450727,Union County,Geographic HPSA,Ohio,"Union County, OH",1.37,10,NA,Designated,Partially Rural,05/11/2011,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Union,Union,Single County,39159,Partially Rural,,,,,,
Primary Care,1396752255,FCI - Elkton,Correctional Facility,Ohio,"Columbiana County, OH",2.32,12,0 ,Designated,Rural,05/21/2021,05/21/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FCI - Elkton,8730 Scroggs Rd,Lisbon,OH,44432-9333,Columbiana,Rural,,,,,
Dental Health,6396293509,FCI - Elkton,Correctional Facility,Ohio,"Columbiana County, OH",2.13,12,NA,Designated,Rural,05/21/2021,05/21/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FCI - Elkton,8730 Scroggs Rd,Lisbon,OH,44432-9333,Columbiana,Rural,,,,,
Mental Health,7393268365,FCI - Elkton,Correctional Facility,Ohio,"Columbiana County, OH",1.60,12,NA,Designated,Rural,05/21/2021,05/21/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FCI - Elkton,8730 Scroggs Rd,Lisbon,OH,44432-9333,Columbiana,Rural,,,,,
Primary Care,1392333959,Holmes County,Geographic HPSA,Ohio,"Holmes County, OH",3.265,7,12,Designated,Rural,05/11/2006,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Holmes,Holmes,Single County,39075,Rural,,,,,,
Mental Health,7394723923,Ashtabula County,High Needs Geographic HPSA,Ohio,"Ashtabula County, OH",2.385,8,NA,Designated,Rural,12/26/2017,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Ashtabula,Ashtabula,Single County,39007,Rural,,,,,,
Primary Care,1393160581,Eastside Youngstown,High Needs Geographic HPSA,Ohio,"Mahoning County, OH",2.605,15,15,Designated,Non-Rural,05/10/1979,09/07/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Mahoning,"Census Tract 8003, Mahoning County, Ohio",Census Tract,39099800300,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8004, Mahoning County, Ohio",Census Tract,39099800400,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8005, Mahoning County, Ohio",Census Tract,39099800500,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8006, Mahoning County, Ohio",Census Tract,39099800600,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8040, Mahoning County, Ohio",Census Tract,39099804000,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8137, Mahoning County, Ohio",Census Tract,39099813700,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8138, Mahoning County, Ohio",Census Tract,39099813800,Non-Rural,,,,,,
Primary Care,1395385607,Southside Youngstown,High Needs Geographic HPSA,Ohio,"Mahoning County, OH",4.10,17,15,Designated,Non-Rural,12/10/1997,09/07/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Mahoning,"Census Tract 8010, Mahoning County, Ohio",Census Tract,39099801000,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8016, Mahoning County, Ohio",Census Tract,39099801600,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8017, Mahoning County, Ohio",Census Tract,39099801700,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8021, Mahoning County, Ohio",Census Tract,39099802100,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8023, Mahoning County, Ohio",Census Tract,39099802300,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8024, Mahoning County, Ohio",Census Tract,39099802400,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8025, Mahoning County, Ohio",Census Tract,39099802500,Non-Rural,,,,,,
,Ohio,Mahoning,"Census Tract 8139, Mahoning County, Ohio",Census Tract,39099813900,Non-Rural,,,,,,
Primary Care,1394139570,Brown County,Geographic HPSA,Ohio,"Brown County, OH",1.79,9,11,Designated,Rural,04/07/2020,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Brown,Brown,Single County,39015,Rural,,,,,,
Primary Care,1397505288,Auglaize County,High Needs Geographic HPSA,Ohio,"Auglaize County, OH",0.735,7,9 ,Designated,Rural,09/12/2016,09/08/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Auglaize,Auglaize,Single County,39011,Rural,,,,,,
Mental Health,7391307282,MHCA 31,High Needs Geographic HPSA,Ohio,"Carroll County, OH | Tuscarawas County, OH",6.56,15,NA,Designated,Rural,05/13/2009,09/07/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Carroll,Carroll,Single County,39019,Rural,,,,,,
,Ohio,Tuscarawas,Tuscarawas,Single County,39157,Rural,,,,,,
Mental Health,7392948476,MHCA 35,High Needs Geographic HPSA,Ohio,"Gallia County, OH | Jackson County, OH | Meigs County, OH",4.60,16,NA,Designated,Rural,03/14/1980,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Gallia,Gallia,Single County,39053,Rural,,,,,,
,Ohio,Jackson,Jackson,Single County,39079,Rural,,,,,,
,Ohio,Meigs,Meigs,Single County,39105,Rural,,,,,,
Mental Health,7396883846,MHCA 61,High Needs Geographic HPSA,Ohio,"Mercer County, OH | Paulding County, OH | Van Wert County, OH",5.04,17,NA,Designated,Rural,01/04/2008,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Mercer,Mercer,Single County,39107,Rural,,,,,,
,Ohio,Paulding,Paulding,Single County,39125,Rural,,,,,,
,Ohio,Van Wert,Van Wert,Single County,39161,Rural,,,,,,
Mental Health,7396021623,MHCA 64,Geographic HPSA,Ohio,"Darke County, OH | Miami County, OH | Shelby County, OH",4.815,10,NA,Designated,Partially Rural,10/14/2005,09/07/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Darke,Darke,Single County,39037,Rural,,,,,,
,Ohio,Miami,Miami,Single County,39109,Partially Rural,,,,,,
,Ohio,Shelby,Shelby,Single County,39149,Rural,,,,,,
Mental Health,7393361273,Crawford County,High Needs Geographic HPSA,Ohio,"Crawford County, OH",2.605,16,NA,Designated,Rural,06/30/2000,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Crawford,Crawford,Single County,39033,Rural,,,,,,
Mental Health,7391334766,Huron County,Geographic HPSA,Ohio,"Huron County, OH",1.58,11,NA,Designated,Rural,04/15/2011,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Huron,Huron,Single County,39077,Rural,,,,,,
Mental Health,7393374187,MHCA 63,Geographic HPSA,Ohio,"Champaign County, OH | Logan County, OH",2.455,10,NA,Designated,Rural,02/28/2007,09/07/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Champaign,Champaign,Single County,39021,Rural,,,,,,
,Ohio,Logan,Logan,Single County,39091,Rural,,,,,,
Mental Health,7396322952,Morrow County,Geographic HPSA,Ohio,"Morrow County, OH",1.73,16,NA,Designated,Rural,08/02/2011,09/02/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Morrow,Morrow,Single County,39117,Rural,,,,,,
Mental Health,7392354563,Ottawa/Erie Counties,High Needs Geographic HPSA,Ohio,"Erie County, OH | Ottawa County, OH",5.33,15,NA,Designated,Partially Rural,11/18/2010,09/07/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Erie,Erie,Single County,39043,Rural,,,,,,
,Ohio,Ottawa,Ottawa,Single County,39123,Partially Rural,,,,,,
Mental Health,7393213391,LI-Seneca/Sandusky/Wyandot Counties,Low Income Population HPSA,Ohio,"Sandusky County, OH | Seneca County, OH | Wyandot County, OH",2.324,18,NA,Designated,Rural,11/15/2013,09/07/2021
